ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
4292,50000,1,1,1,24,2,2,1,-1,1,-1,65356,30946,11623,28737,50383,39628,5262,23393,379,4539,12396,24368,0
4293,50000,2,2,3,62,1,-1,-1,-1,0,-1,38974,40235,38391,37711,43426,60720,6817,22495,6899,27526,3246,45775,0
4294,10000,2,4,2,68,0,-1,2,-1,2,3,58362,65605,11719,49688,47561,62406,443,1766,30754,40180,45480,23517,0
4295,80000,2,1,1,40,-1,1,0,-1,1,-1,45280,29260,57472,40403,7595,77436,48214,43,33632,45908,49025,7605,0
4296,200000,2,4,1,54,0,-1,-1,1,-1,2,25685,49957,22023,72386,69125,48732,41078,22086,2005,47283,4399,15070,0
4297,20000,1,1,3,32,-1,1,1,0,0,-1,29113,63294,2104,23498,47371,16330,9704,38592,32946,37315,13990,42670,0
4298,100000,1,1,1,36,-1,1,0,-1,0,-1,10696,52597,62548,10797,58784,54547,41248,19133,46240,44176,13214,274,0
4299,30000,1,4,2,62,-1,-1,0,3,0,0,15769,21476,50481,7512,44523,59521,37426,38571,44583,49714,3135,1383,0
4300,50000,2,2,1,25,-1,-1,2,0,1,-1,44068,11247,36841,41051,61988,35254,22829,25415,15407,27163,1864,35138,0
4301,50000,2,1,2,64,3,-1,2,1,-1,3,24739,34517,5430,67843,77342,57082,7932,11261,44500,24689,35376,18340,1
4302,100000,1,4,2,55,-1,-1,2,0,-1,0,35501,25698,79859,70529,19630,20738,48582,35888,14255,46970,6376,43200,0
4303,20000,1,1,2,64,0,-1,0,0,0,1,72150,19695,6681,62126,59221,73396,17979,22941,35172,36399,43032,21108,0
4304,200000,2,3,3,47,-1,2,1,-1,1,1,72068,40231,75742,73927,66806,64417,17715,42634,4546,42332,41004,48243,1
4305,80000,1,3,3,21,0,1,-1,1,1,1,14847,66741,26292,73579,9855,25730,37875,44387,29234,4354,40764,18221,0
4306,50000,1,3,2,54,-1,-1,1,2,-1,2,1738,19863,70237,5421,6609,75835,37269,35598,32436,31711,38113,31523,0
4307,200000,2,3,2,63,0,2,-1,-1,0,0,60555,35424,61859,7537,15123,71314,22706,11900,20936,1897,41628,41024,0
4308,20000,2,2,1,52,1,-1,0,1,-1,2,38931,65332,9876,69564,78312,60207,47559,13165,47812,15455,40082,5020,0
4309,100000,2,3,1,64,3,0,2,0,1,0,71561,1875,36252,45965,14323,2821,20200,8443,18322,31826,37252,11722,0
4310,10000,1,4,1,59,0,-1,1,-1,1,0,50841,71430,13491,22321,16880,55255,35791,35120,1982,10767,30793,33372,0
4311,80000,2,1,3,53,-1,-1,3,2,0,-1,34059,58414,8276,74808,17688,46589,45596,47950,34300,30182,14552,19757,0
4312,30000,1,4,1,51,-1,1,-1,-1,0,-1,56317,4737,49053,68848,29130,14002,22433,25265,44455,1157,37541,23691,0
4313,50000,1,3,2,33,1,0,-1,-1,1,0,8664,47909,51526,27488,69131,69197,32564,16525,15528,34461,36654,1348,0
4314,20000,2,2,2,65,-1,0,2,2,-1,-1,64135,17137,43298,59151,66567,2937,2010,31023,2750,41461,35468,10448,0
4315,10000,1,3,3,22,0,0,0,0,1,0,5395,79172,76724,17446,59995,70864,10643,39394,40727,39155,12072,34980,0
4316,30000,2,3,3,50,3,-1,2,0,-1,0,23000,22695,63612,61438,17342,70565,20216,24525,29267,45166,22900,45497,0
4317,150000,2,2,1,30,1,1,1,1,0,-1,12846,46721,52860,60374,40770,57283,42048,43194,16453,42035,11393,11825,0
4318,20000,1,2,3,43,1,1,2,-1,0,0,34141,79402,31485,76935,42976,78492,45308,20605,33847,22902,432,22668,0
4319,20000,1,2,2,53,2,-1,0,-1,1,0,46795,882,49196,11821,2108,72494,18891,28561,19520,13374,12490,31452,0
4320,30000,2,2,2,59,0,-1,1,3,-1,-1,70102,56066,25690,32063,29917,24121,5395,15934,48760,27060,32733,44662,1
4321,10000,2,2,3,65,1,0,-1,-1,-1,-1,76880,46669,39840,44339,66715,29442,32600,23020,21353,15823,47425,23479,1
4322,150000,2,2,2,49,-1,0,3,0,0,-1,68288,68977,58829,28700,17267,15518,27690,16152,26452,39554,31213,32814,0
4323,200000,2,1,3,50,3,0,-1,-1,0,0,79140,75462,36730,8242,2783,51017,34156,32639,33308,40044,2677,35568,0
4324,200000,2,3,2,54,-1,0,-1,2,-1,1,76979,54880,11626,26864,25220,65771,12728,26125,47303,17573,30921,19225,0
4325,100000,2,3,1,72,0,3,0,3,0,-1,52198,68039,33981,36362,75709,1071,24184,15480,37698,5342,14099,5436,1
4326,10000,1,2,3,59,-1,-1,1,-1,-1,-1,19719,36350,12693,10028,26243,71560,25938,43837,4110,40482,16454,3486,0
4327,80000,1,4,3,37,-1,0,1,0,1,-1,26016,78430,45874,31432,43907,3085,28716,804,43143,315,11425,10528,0
4328,50000,1,2,3,42,0,0,-1,1,0,1,74340,76827,60756,44454,28735,19474,11847,37099,14937,7665,49862,13844,0
4329,30000,1,1,2,25,-1,0,1,1,-1,0,27769,54253,48182,32320,58440,47120,39302,29923,9294,3295,22021,39507,0
4330,100000,2,4,1,31,0,-1,1,0,0,0,78242,73395,53361,27681,72317,60324,6656,7421,528,34108,32468,16933,0
4331,150000,1,1,3,42,0,0,0,-1,-1,0,62616,1733,52533,42260,19339,54127,45371,20895,19175,47733,49726,11322,1
4332,30000,1,4,2,52,0,0,-1,-1,0,0,70846,47147,77338,54786,12423,19604,30161,6766,47168,32169,30653,41715,0
4333,30000,2,4,3,44,-1,0,0,1,0,3,69468,11183,8526,42727,22205,74654,7907,13361,12057,8281,33451,5690,1
4334,10000,1,2,2,31,0,-1,2,3,0,2,18727,36711,77371,9400,15842,79371,3784,33722,38063,34824,16866,42037,0
4335,50000,2,1,1,31,1,0,2,0,-1,1,55101,16136,6452,8899,51350,41402,22786,19591,218,39621,40536,20636,0
4336,80000,2,4,2,37,-1,2,-1,-1,1,-1,33435,1190,38288,54229,78272,3766,15114,28931,7781,4540,1969,4216,0
4337,200000,2,1,2,52,0,2,-1,-1,0,0,18274,19382,23261,52024,62182,19209,39676,43451,11597,43583,33540,45605,0
4338,20000,2,2,3,39,0,1,-1,2,0,0,56626,57529,52033,76788,32230,59390,40954,22284,38206,18654,21190,7366,0
4339,20000,2,2,2,47,2,0,0,0,-1,-1,66800,17640,65888,10289,34399,78195,12586,32536,37389,34342,20183,43853,0
4340,30000,1,2,3,52,0,-1,0,1,1,0,64238,77496,44656,1507,35556,49302,10540,44220,42858,10934,11543,25175,0
4341,200000,1,2,2,45,-1,0,0,0,0,-1,20717,41714,25609,3576,33515,1573,21741,26857,47176,21149,11572,9448,0
4342,200000,1,3,1,48,2,-1,0,2,-1,-1,39675,32658,21444,39566,52341,9609,23206,26649,13034,7370,27306,30738,1
4343,50000,2,4,2,60,1,1,-1,-1,2,-1,1376,32468,66105,31153,29757,36075,15343,28921,23522,16453,34235,25038,0
4344,150000,1,3,3,72,1,-1,-1,0,-1,1,48568,43103,13042,19262,52826,11139,36211,34610,47770,40254,7456,44878,0
4345,150000,1,2,2,47,0,1,-1,2,-1,-1,77739,32666,72913,36008,28128,8130,17917,13455,9815,32860,90,415,0
4346,100000,1,4,2,34,1,1,-1,0,-1,2,70717,32844,68667,63909,29698,21532,16298,1918,5150,46401,9019,21999,1
4347,10000,1,4,1,62,0,2,1,-1,-1,-1,13137,47248,8520,54789,3859,71115,23749,43890,25128,49956,48742,14684,0
4348,50000,2,1,3,59,1,1,-1,-1,0,-1,47059,46195,31743,54849,41407,17605,5777,45867,22392,28772,32933,11121,1
4349,50000,1,2,1,22,2,0,0,-1,0,1,16477,47652,46879,78941,57841,12005,14312,21406,19590,27575,49952,30457,0
4350,10000,2,3,2,37,2,0,-1,3,1,0,18149,70547,78993,54699,41826,3035,25464,34786,25655,38905,24774,3577,0
4351,200000,2,1,1,21,0,-1,0,-1,1,-1,18067,58492,38401,20257,8100,75059,18861,13348,40297,26712,22738,1488,1
4352,150000,1,4,2,65,2,-1,0,2,1,-1,22892,15252,1679,37301,36157,31583,18152,25524,40219,33256,45762,3555,1
4353,150000,2,3,2,52,-1,-1,-1,-1,-1,-1,56987,6378,47538,14620,30969,31762,42604,8700,29802,4269,3788,39535,0
4354,200000,2,2,1,39,-1,-1,0,-1,0,0,57746,17937,30547,45065,5503,58152,11436,49686,13939,21370,31932,29900,0
4355,150000,2,3,1,34,0,2,-1,2,1,0,79489,44291,69303,74322,50344,75549,16630,33066,38349,12848,32423,18746,0
4356,30000,2,3,2,51,0,-1,0,2,-1,0,23084,51683,71150,14393,45940,32161,4366,7878,13087,35945,16458,22240,0
4357,50000,2,3,1,38,-1,1,1,-1,2,0,44122,6311,32317,5689,32193,76462,11060,42042,27466,31839,15814,10454,0
4358,20000,2,1,1,72,0,-1,0,-1,0,-1,73260,56497,12775,10468,75002,55950,35834,18897,7337,2497,21485,10517,0
4359,10000,2,4,2,34,-1,3,1,0,1,1,42301,40193,76760,60491,35958,10388,29406,46050,27127,34727,24232,7649,0
4360,150000,1,3,3,67,0,-1,-1,-1,1,2,44467,54852,60618,53700,48380,39521,48191,21737,12179,2455,37701,37904,0
4361,100000,1,4,1,34,2,0,-1,2,-1,1,64460,73906,10259,58389,63113,51951,30908,33535,25833,19792,13642,30378,0
4362,150000,2,1,1,44,1,0,-1,-1,-1,0,38667,74980,41023,4292,18970,71674,4941,28815,49517,8063,36109,14704,1
4363,150000,2,2,3,25,-1,1,-1,0,2,3,6654,227,39235,27496,20548,6925,47857,22949,39313,47540,41289,32083,1
4364,80000,1,2,1,36,3,-1,0,-1,-1,0,823,53880,20940,44031,32167,50583,4407,16385,25275,12162,8189,35584,1
4365,30000,1,3,2,25,0,1,0,-1,-1,1,30311,30701,12208,46454,29405,43299,9365,4838,26303,28602,11919,25903,0
4366,10000,1,1,1,74,1,0,1,0,2,1,54548,66886,7765,28491,12776,76759,27336,5654,33416,36025,8607,5160,0
4367,80000,1,2,2,33,0,-1,1,-1,2,1,25760,53864,28953,3857,7368,20470,11029,17844,45386,33146,18820,30138,1
4368,80000,2,1,3,36,3,-1,0,0,-1,0,27479,67806,70385,54886,33724,28536,33963,15361,26405,30182,7459,33924,0
4369,100000,2,1,3,35,1,1,0,1,-1,-1,53839,28768,17843,41265,68568,67803,36077,20829,39335,8848,7462,20337,0
4370,50000,1,3,3,51,0,-1,-1,-1,-1,-1,30806,48796,67132,16834,62449,55319,15670,21816,32461,32655,20132,34415,0
4371,100000,1,3,1,25,-1,2,0,0,0,2,7825,694,28414,6420,11242,37242,27562,38742,37123,25711,39830,16757,0
4372,50000,1,1,3,41,0,-1,-1,1,0,-1,21513,23443,46075,2289,76745,31702,4052,25701,11990,38496,3864,31957,0
4373,50000,1,1,1,50,0,0,0,0,-1,-1,49695,69827,76804,47465,14524,23686,19464,17535,32549,18041,29077,42404,0
4374,10000,2,3,1,43,0,0,1,3,-1,-1,29004,4368,31901,9510,64251,18505,520,41773,43446,45059,28606,41446,1
4375,150000,1,1,1,58,-1,0,0,-1,-1,-1,70098,57722,17667,44753,76834,63290,1145,40544,473,30829,21483,15048,1
4376,10000,1,3,3,49,0,-1,-1,-1,-1,0,38732,48113,5790,78002,72738,64556,36083,23601,32157,13684,36775,8018,0
4377,30000,1,4,3,33,0,2,2,-1,2,0,62731,67981,24344,25952,22002,37408,15175,1883,19620,34585,37372,22880,1
4378,50000,2,1,1,52,1,1,-1,3,0,1,25605,58253,4720,16712,75074,2789,17870,5717,20816,17484,27622,22193,0
4379,80000,2,3,3,68,1,0,2,-1,1,-1,42553,8668,50459,63476,33412,73800,38734,10134,20626,44882,38281,24637,0
4380,150000,2,1,1,62,-1,0,1,-1,2,-1,33235,2903,62796,5455,4667,1774,19477,7131,20675,25274,13302,34033,0
4381,20000,1,3,3,47,-1,0,0,1,0,0,39891,74473,53000,33041,2491,76006,49370,49274,11782,9877,19872,26262,0
4382,30000,1,1,2,54,-1,2,-1,2,0,-1,60843,8652,68161,41448,73500,4091,45227,48287,23683,32467,44084,30907,0
4383,10000,1,2,3,65,-1,2,2,2,3,2,74679,55733,5423,71152,78836,1364,1314,39981,29287,18163,41244,15482,0
4384,100000,2,2,3,69,-1,-1,0,0,1,0,4296,41313,32928,58362,5874,52956,32975,34454,1795,3440,31278,490,0
4385,30000,2,1,3,53,1,-1,-1,0,1,0,55939,43503,16795,49385,67809,66352,32410,24798,22135,20957,14689,30136,1
4386,30000,1,2,1,24,2,3,0,-1,0,-1,41236,40456,37255,78613,55059,52281,48797,40715,105,20919,11990,32901,0
4387,150000,1,1,1,38,-1,-1,0,0,0,2,15879,30625,41379,1076,25167,7103,1248,38507,9268,22574,49463,37192,1
4388,30000,2,1,2,26,0,3,-1,-1,2,0,39202,47035,60538,6937,17589,45930,43086,1239,27520,22442,19048,38779,1
4389,30000,1,4,2,48,1,0,-1,1,1,0,20116,1593,33153,4274,26080,70388,46780,25746,7892,11242,2407,40162,0
4390,20000,1,4,2,64,3,-1,-1,-1,0,0,20969,55873,71447,74835,60343,74666,19169,11743,8224,22905,11012,3026,0
4391,200000,1,2,1,47,2,-1,-1,2,-1,2,27673,55153,26005,15721,38567,36854,7940,2779,6657,24700,20979,22532,0
4392,100000,2,4,2,46,-1,0,-1,-1,-1,-1,58751,74395,59726,5080,2965,48074,388,2065,2179,31231,29923,3253,0
4393,100000,1,4,2,40,-1,1,-1,0,0,-1,39685,11510,29949,79000,23971,9234,13442,27022,22564,21082,19769,48060,0
4394,100000,1,1,3,33,-1,-1,-1,0,-1,-1,20100,34348,14774,16715,37105,27957,4635,48922,29192,279,32921,6810,0
4395,50000,1,3,2,48,0,-1,-1,-1,-1,1,75161,47205,57241,56701,74325,39023,6933,23794,45467,23541,23561,6960,0
4396,80000,1,1,3,54,1,2,2,-1,-1,-1,7066,771,71981,24379,20568,42763,30,28821,31498,4841,46357,41280,1
4397,200000,2,4,1,69,-1,-1,0,-1,-1,0,32567,18559,45208,51220,71899,70316,33224,8925,26541,10528,8025,36110,0
4398,100000,2,1,1,43,2,0,0,3,1,1,12918,41281,47316,39607,8737,68297,29850,13244,2387,48202,29136,18273,0
4399,30000,2,2,3,30,0,0,0,2,-1,1,6587,66469,25335,52942,31060,67416,45446,21397,47820,14312,1753,11254,0
4400,30000,1,3,2,71,3,-1,-1,-1,2,0,48148,44268,46730,42764,6810,66688,42477,23900,28097,17704,39789,36072,0
4401,100000,2,4,1,50,-1,-1,2,-1,-1,0,2592,31264,43799,36518,54592,53307,18339,39356,43532,41028,27063,15919,0
4402,150000,1,4,3,42,-1,-1,0,0,1,3,47207,79028,26952,32807,33052,7257,14136,32227,20608,32964,9066,38237,0
4403,100000,2,1,1,25,-1,-1,0,0,1,-1,66267,27159,51073,64977,58911,33920,32588,30006,32232,23598,47753,28034,0
4404,30000,1,1,1,73,-1,0,2,-1,1,0,6139,39008,36869,32640,30264,17889,20751,36207,3794,19407,26057,23770,0
4405,50000,2,1,2,64,1,0,1,2,2,0,18093,25057,51714,63051,58764,23950,26593,23599,40022,29456,29356,1195,0
4406,10000,2,1,1,70,-1,0,-1,2,-1,-1,8116,59856,57476,67081,26828,54658,33038,9779,27701,1910,28743,35302,0
4407,10000,2,4,3,29,1,0,2,-1,3,-1,53059,39418,70959,1265,19501,65683,3496,48334,29888,34913,43289,26794,0
4408,200000,1,1,2,63,-1,-1,2,0,-1,1,32305,34861,77366,69855,55940,31218,36299,24817,23211,34029,15999,22007,0
4409,200000,1,4,3,24,-1,-1,3,-1,2,0,9363,17128,17116,1348,45945,71843,48543,43840,19741,13415,7020,9374,0
4410,100000,1,1,3,62,1,-1,-1,0,0,-1,16533,75478,8611,73384,49716,31801,10162,44089,21491,2919,11497,19271,0
4411,20000,2,3,3,21,3,0,3,2,-1,3,26872,72747,12067,58423,66889,69701,38627,16619,34142,18410,19782,15841,0
4412,100000,1,3,2,54,0,2,0,0,1,0,58548,62142,21431,42227,30062,47392,16018,893,28992,47641,44834,40850,1
4413,150000,1,1,1,61,3,-1,0,0,1,0,54237,37828,66427,21067,32717,56165,43139,12507,48426,22375,24908,11996,0
4414,100000,1,1,3,46,0,0,-1,3,-1,1,33134,34781,28578,30666,27152,33727,34270,41008,22213,36281,13317,13112,0
4415,200000,1,2,1,38,0,1,-1,1,1,-1,43426,34196,50510,52919,481,19476,7494,43959,6090,33859,29421,15619,0
4416,10000,1,3,1,36,1,1,-1,-1,-1,-1,59652,32997,18506,51275,38735,23463,15179,44118,18884,28024,39515,49152,0
4417,30000,1,4,3,43,-1,3,0,-1,-1,-1,15363,56270,53402,33523,32152,62254,21482,15206,11032,23820,46721,38394,0
4418,100000,2,3,1,66,-1,-1,-1,1,1,-1,51342,6938,73693,16290,62982,20760,2638,40463,39895,28297,11508,27085,1
4419,30000,2,4,2,56,0,-1,-1,-1,-1,2,77564,14396,3808,8263,39329,2007,4334,43863,42153,48692,40777,2881,0
4420,30000,1,1,2,46,-1,-1,3,-1,-1,-1,56928,33425,79909,16377,48981,29319,43244,29868,35562,28176,31392,25301,0
4421,20000,2,3,1,22,-1,-1,1,2,3,-1,34761,23382,31158,9511,25753,65997,19783,9262,18521,12123,34857,20507,0
4422,30000,2,3,1,64,-1,0,0,-1,0,1,7010,43947,66548,39284,70524,74771,251,44349,46765,20273,8004,43066,0
4423,10000,1,2,2,72,1,2,1,0,0,2,36959,56914,39788,21352,5433,70688,44477,25364,13205,26977,42372,9575,0
4424,50000,1,2,1,25,0,0,0,-1,0,-1,44495,6438,29909,77903,34281,69539,41290,34835,43322,24404,8342,10232,0
4425,50000,2,3,1,49,0,-1,-1,1,0,1,74832,72996,12134,65417,40512,68598,38142,39419,41289,8379,28353,28077,0
4426,80000,1,3,1,24,2,-1,0,1,2,-1,57328,76638,5699,76878,35912,43746,33175,28255,24203,20837,681,42414,0
4427,150000,2,3,1,67,0,2,0,3,0,-1,8494,79199,44637,66638,9365,68773,16806,10476,41116,25839,22142,40749,0
4428,100000,2,4,3,55,1,0,-1,-1,1,0,52825,61776,62908,39794,17786,10801,48065,40430,12701,40266,34208,5533,1
4429,150000,2,1,1,42,2,2,-1,0,-1,-1,20747,48409,6158,25155,9310,17926,29456,39108,36272,5482,1769,23090,1
4430,10000,1,2,2,69,1,1,-1,0,-1,2,40357,68988,4235,60395,76176,47895,15807,17613,42417,39866,10158,36569,0
4431,30000,2,1,3,28,0,3,0,2,0,2,58918,3026,2580,59848,29630,21451,42350,38674,34379,46824,24097,3520,0
4432,50000,1,2,3,64,0,2,-1,-1,0,0,40920,18766,62232,14462,63604,56760,21459,19479,30841,22802,6436,29487,0
4433,150000,1,2,2,41,0,0,1,-1,-1,-1,70572,32316,76026,13774,28865,16207,23980,18403,7821,25046,15488,9830,0
4434,10000,1,2,1,28,0,1,-1,-1,3,-1,60538,77158,24267,9143,35254,61904,23553,22780,19943,49324,32209,14425,0
4435,50000,1,3,3,72,-1,0,0,0,-1,0,30199,52360,76733,30014,74666,50600,16229,33512,12153,11559,25456,18079,0
4436,30000,1,2,3,72,0,-1,2,0,-1,-1,496,15386,15017,76440,51657,9621,15866,10890,22381,45019,31740,4083,0
4437,150000,2,1,1,25,-1,-1,2,0,-1,0,24380,74735,48405,35515,948,69454,49859,39568,35006,82,12045,25675,0
4438,50000,1,2,1,41,-1,-1,1,-1,1,-1,23940,29058,1511,70336,41787,21624,10870,38813,35509,23642,15284,18018,0
4439,100000,1,1,2,47,0,-1,-1,1,-1,0,78668,24513,15966,64346,47192,56728,27392,46498,27907,10451,5676,10372,0
4440,200000,1,2,3,58,2,-1,1,0,3,-1,5804,7864,46318,51496,31093,48516,26619,38629,16424,27220,40501,8344,0
4441,100000,1,2,1,25,-1,0,0,0,3,-1,60172,14595,34966,9663,63074,6236,45794,12161,33711,15282,48016,16259,0
4442,80000,1,3,1,41,-1,3,1,0,-1,0,57742,13376,21044,52185,54030,42755,32253,3950,47054,42367,5782,37180,0
4443,80000,2,1,2,28,0,0,2,1,0,0,70654,53347,60404,52395,72914,5343,31500,40706,27171,48407,40530,28137,0
4444,50000,1,2,3,42,0,0,-1,-1,-1,0,51493,6926,1005,48084,2478,59288,3403,10930,6907,40376,41408,27945,0
4445,200000,1,2,1,38,-1,-1,0,2,0,-1,38099,52521,64369,68589,27413,74276,12454,18977,34751,48230,12432,28615,0
4446,10000,2,1,2,24,-1,-1,-1,-1,0,-1,39251,8247,43390,5534,71715,30305,8714,11334,38666,24689,32468,15299,0
4447,100000,1,2,3,24,0,0,-1,2,1,-1,22896,48725,20007,23010,14357,26453,21178,2387,19652,39358,44543,17925,0
4448,10000,2,4,3,57,1,1,0,1,-1,1,27737,53067,45174,21979,38546,52710,11071,39217,37190,8264,45075,25124,0
4449,200000,2,3,3,35,-1,-1,0,0,3,-1,70447,34385,50016,19966,47102,31890,2304,22656,3883,38717,27496,5193,0
4450,10000,2,1,3,58,-1,0,0,-1,2,2,23120,21505,42757,14908,39946,45784,47294,13632,39372,12056,38563,10877,0
4451,200000,2,3,2,47,0,1,1,2,0,1,41219,74156,14089,6427,65479,75891,18773,10908,28250,13735,15059,3837,0
4452,50000,1,4,1,41,-1,-1,0,-1,0,2,53333,51774,26438,61313,11007,68419,12047,20930,27379,14128,5061,13673,1
4453,10000,1,4,3,68,-1,-1,3,1,0,2,64363,1198,49549,66178,69614,17503,5868,15350,27518,19222,15753,19570,1
4454,100000,2,4,3,66,0,1,1,2,-1,0,13707,72774,10869,23959,71530,39199,7987,15291,15068,24699,37210,28426,0
4455,30000,2,1,1,66,3,0,3,-1,1,1,30738,75553,76165,55381,71761,9679,9096,21661,33467,20624,42092,33975,0
4456,80000,1,4,3,68,-1,-1,1,2,0,1,13152,76928,29497,41330,37193,63925,2969,32192,17200,13808,36780,40137,0
4457,30000,2,1,3,74,0,-1,0,0,-1,-1,41663,78957,67187,27122,79058,38876,23562,7402,19881,33101,900,5877,0
4458,10000,2,1,1,24,-1,0,0,0,0,1,20099,67041,18286,3606,17340,65073,39016,40266,31727,32545,22206,1063,0
4459,30000,2,2,1,31,2,-1,1,2,-1,0,30081,42577,35291,33986,34121,11974,47666,17552,14246,27905,33843,10507,0
4460,100000,1,1,3,39,-1,1,0,0,0,-1,7871,58030,74752,48833,58296,54839,27180,37109,23783,38541,11379,27122,1
4461,100000,2,4,1,39,0,-1,0,0,0,1,43643,40580,29368,36911,31637,44024,19561,40742,18357,34324,21467,37657,0
4462,10000,1,1,2,47,1,-1,1,0,-1,2,11975,67059,77136,41744,71536,74962,39829,15482,40513,47053,42542,42876,0
4463,50000,1,1,2,60,3,-1,2,0,-1,0,20360,25293,36026,21104,52637,26169,19583,32310,49527,28268,11323,943,0
4464,30000,1,3,3,62,0,2,-1,-1,2,0,68628,62876,8089,55379,14872,50298,10714,3573,39911,30915,6385,24826,0
4465,50000,2,4,3,48,-1,1,0,-1,0,0,695,47114,18612,69303,63112,8922,25648,23417,31276,12031,48593,31676,0
4466,50000,2,1,1,25,0,2,0,-1,1,1,27743,5210,32913,65639,78753,29544,37820,47451,20595,21679,3836,10815,1
4467,200000,1,2,1,68,-1,0,-1,-1,0,-1,45947,330,68631,11205,37344,72642,29546,4647,7618,31746,41577,27352,0
4468,20000,1,1,3,45,0,1,3,1,-1,1,57429,25208,21777,7111,64575,56347,48039,10442,33816,22295,11328,39583,0
4469,10000,1,1,3,23,1,2,1,-1,-1,-1,3178,66836,59558,65526,35809,64984,29173,26803,10870,39333,13153,1935,1
4470,80000,2,3,2,46,1,-1,-1,-1,0,-1,31937,46645,15566,43105,58029,62786,10894,2241,6665,22555,18007,10174,0
4471,100000,2,4,1,30,0,3,-1,0,2,1,12733,26019,31651,52021,13885,31631,46914,4325,27892,34811,2570,13709,1
4472,100000,1,4,3,44,1,2,1,2,0,-1,33352,16323,18521,43984,65856,39562,35159,3192,3979,43495,44193,5789,1
4473,10000,1,2,3,49,2,3,-1,-1,2,2,36326,6388,51103,38138,38727,68102,40551,16054,10367,36477,44173,47458,0
4474,200000,2,2,1,65,2,2,0,1,-1,3,37582,48528,75845,67865,64870,69074,21438,33224,26259,9992,18262,2063,0
4475,150000,1,2,1,27,1,1,-1,0,1,-1,10191,41852,15486,24900,41037,74753,7263,45646,33816,22981,8928,16703,0
4476,150000,2,1,3,64,0,2,2,-1,-1,2,58667,40819,23623,40338,67405,73643,33219,3172,38031,37269,48482,16773,0
4477,150000,2,1,3,43,0,0,1,-1,0,0,67723,46458,79908,56716,78250,14408,23086,46475,6759,27372,27542,31910,1
4478,200000,1,2,3,66,-1,1,-1,0,-1,-1,14377,12972,54214,76125,21768,13602,10406,45284,41931,49848,21522,24632,0
4479,80000,1,4,1,47,-1,-1,2,-1,1,0,26739,71288,53192,79672,2945,39790,37481,47237,34727,33834,14023,28842,0
4480,100000,2,4,3,62,0,1,2,0,0,1,61082,64024,24225,115,46478,40288,7803,248,22858,22142,17920,31807,1
4481,10000,2,2,3,29,-1,1,0,0,0,0,4409,11404,75163,17568,75144,42882,6704,9788,18349,2414,7883,29021,0
4482,200000,2,3,3,64,0,1,-1,1,-1,0,25458,11764,77246,21993,57659,77358,35421,43964,37614,33036,7930,39766,0
4483,100000,2,4,2,23,0,1,1,-1,-1,-1,28012,31120,1565,21785,52925,77440,26566,7093,12835,4200,49100,23953,0
4484,50000,2,4,2,33,0,0,-1,0,-1,1,823,1311,30949,12778,41108,26038,13736,24619,49437,48137,18855,24363,1
4485,30000,1,2,1,26,-1,0,0,-1,0,-1,50838,3639,50553,61779,26515,60416,39644,40864,16979,20142,3649,5655,0
4486,30000,2,4,3,58,-1,-1,-1,1,-1,-1,55509,34094,15623,11266,56665,67105,43895,38611,23360,35550,9406,39366,0
4487,200000,2,1,3,41,-1,-1,0,-1,-1,1,11511,26485,70664,8292,55496,42211,31643,25727,10807,36990,18433,22837,1
4488,100000,2,1,1,39,-1,0,-1,0,0,0,74737,59277,15594,42688,5967,33919,11273,22294,41265,24841,45420,26290,0
4489,20000,1,4,1,45,3,0,0,2,-1,-1,62132,27322,27528,64667,29234,70852,33384,27523,16240,3451,17322,5148,0
4490,80000,1,1,1,59,-1,-1,-1,0,0,0,43614,27028,74815,52940,55769,12062,9156,44468,44040,35164,11389,46397,1
4491,150000,2,3,3,24,-1,-1,0,-1,-1,-1,20439,27808,77570,69098,30332,16475,40264,28124,23691,36342,47639,18652,0
4492,80000,2,4,2,42,-1,-1,1,2,3,1,1424,40847,5624,7673,1927,72999,40706,16032,40472,42968,38877,35306,1
4493,80000,1,2,1,25,0,1,-1,-1,1,0,20209,2159,53242,5293,59721,50408,42131,41667,40642,23686,25075,7481,0
4494,200000,1,1,3,21,0,0,1,1,0,0,44525,41045,61797,57613,40494,72983,29760,26766,14098,23197,45055,33184,0
4495,50000,1,3,1,70,-1,-1,-1,-1,2,0,38205,42634,45594,65341,68849,41119,336,29707,10187,22699,5004,20506,0
4496,80000,1,3,3,37,2,1,0,-1,2,-1,60943,43484,46205,64685,38039,72291,19311,35327,32319,8400,19276,30667,0
4497,30000,2,1,1,29,1,-1,0,0,-1,0,44294,28377,68082,76552,6924,59718,29845,38589,4626,23685,38317,19902,0
4498,50000,1,3,3,29,-1,0,0,-1,-1,2,48432,72826,59977,72309,30317,73750,3260,21105,22869,14160,13629,28777,0
4499,10000,2,4,1,73,0,-1,-1,2,-1,2,66765,69268,44097,3714,20221,79567,10146,29679,15106,2158,13882,9520,0
